mutant,cell.type,n.degs,tissue
tbx16-tbx16l,fin bud mesoderm (pectoral),3,Fin
tbx16-tbx16l,head mesenchyme-PA cartilage,3,Pharyngeal Arch
tbx16-tbx16l,motor neuron,3,Central Nervous System
tbx16-tbx16l,"neurons (gabaergic, glutamatergic)",3,Central Nervous System
tbx16-tbx16l,pharynx,3,Pharynx
tbx16-tbx16l,primordial germ cell,3,Germ Line
tbx16-tbx16l,red blood cell,3,Blood
tbx16-tbx16l,thyroid follicle cell,3,Endocrine
tbx16-tbx16l,cardiomyocyte,2,Heart
tbx16-tbx16l,cranial muscle (mid),2,Pharyngeal Arch
tbx16-tbx16l,differentiating neuron 2,2,Central Nervous System
tbx16-tbx16l,glia,2,Central Nervous System
tbx16-tbx16l,glia,2,CNS/Neural crest
tbx16-tbx16l,hair cell,2,Lateral Line
tbx16-tbx16l,hypophysis-locus coeruleus,2,Central Nervous System
tbx16-tbx16l,intestine,2,Intestine
tbx16-tbx16l,KA neuron,2,Central Nervous System
tbx16-tbx16l,neuron (+ spinal cord),2,Central Nervous System
tbx16-tbx16l,"neuron (cranial ganglia sensory, Rohon-Beard)",2,Peripheral Nervous System
tbx16-tbx16l,pronephric duct,2,Kidney
tbx16-tbx16l,"roof plate, flexural + subcommissural organ",2,Central Nervous System
tbx16-tbx16l,xanthophore,2,Epidermis
tbx16-tbx16l,"endothelium (f8+, clic2+)",1,Endothelial
tbx16-tbx16l,hatching gland,1,Hatching Gland
tbx16-tbx16l,iridophore,1,Pigment
tbx16-tbx16l,liver,1,Liver
tbx16-tbx16l,melanophore,1,Epidermis
tbx16-tbx16l,posterior lateral line primordium,1,Lateral Line
tbxta,periderm,244,Epidermis
tbxta,basal cell,215,Connective Tissue
tbxta,basal cell,215,Epidermis
tbxta,notochord,114,Notochord
tbxta,"neurons (differentiating, contains peripheral)",60,Central Nervous System
tbxta,mature fast muscle,59,Muscle
tbxta,floor plate,41,Central Nervous System
tbxta,fast-committed myocyte,34,Muscle
tbxta,"unknown (dcn+, col6+)",30,Muscle
tbxta,head mesenchyme,29,Pharyngeal Arch
tbxta,fin fold,26,Fin
tbxta,"neurons (gabaergic, glutamatergic)",25,Central Nervous System
tbxta,differentiating neuron (hindbrain),24,Central Nervous System
tbxta,pharyngeal arch (early),20,Pharyngeal Arch
tbxta,anterior migratory muscle,19,Muscle
tbxta,endothelium (dorsal aorta),19,Endothelial
tbxta,cranial muscle (early),18,Pharyngeal Arch
tbxta,connective tissue-meninges-dermal FB,17,Connective Tissue
tbxta,fin mesenchyme,17,Fin
tbxta,posterior spinal cord progenitors,15,Central Nervous System
tbxta,mesodermal progenitor cells (contains PSM),14,Paraxial Mesoderm
tbxta,retinal neuron,14,Eye
tbxta,mature slow muscle,13,Muscle
tbxta,"head mesenchyme (maybe ventral, hand2+)",11,Pharyngeal Arch
tbxta,head-eye connective tissue,11,Connective Tissue
tbxta,neural progenitor (hindbrain R7-8),11,Central Nervous System
tbxta,slow-committed myocyte,11,Muscle
tbxta,neural progenitor (hindbrain),10,Central Nervous System
tbxta,"cranial muscle (non-somitic, fast-twitch)",9,Muscle
tbxta,differentiating neuron 1,9,Central Nervous System
tbxta,melanophore,9,Epidermis
tbxta,pharyngeal arch (NC-derived),8,Pharyngeal Arch
tbxta,pronephros distal tubule,8,Kidney
tbxta,red blood cell,8,Blood
tbxta,satellite cells,8,Muscle
tbxta,ionocyte-goblet cell,7,Epidermis
tbxta,"pharyngeal arch (contains muscle, early cartilage)",7,Pharyngeal Arch
tbxta,retinal pigmented epithelium (early),7,Eye
tbxta,"eye, optic cup",6,Eye
tbxta,fin bud mesoderm (pectoral),6,Fin
tbxta,hatching gland,6,Hatching Gland
tbxta,"neuron (cranial ganglia sensory, Rohon-Beard)",6,Peripheral Nervous System
tbxta,pectoral fin bud (osteoblast+),6,Fin
tbxta,contains head vasculature?,5,Connective Tissue
tbxta,intestine,5,Intestine
tbxta,pronephric duct,5,Kidney
tbxta,cranial neural crest,4,Cranial NC
tbxta,glia,4,Central Nervous System
tbxta,glia,4,CNS/Neural crest
tbxta,hypochord,4,Hypochord
tbxta,iridophore,4,Pigment
tbxta,neural crest + pigment cell progenitor,4,Pigment
tbxta,neural progenitor (MHB),4,Central Nervous System
tbxta,neuron (+ spinal cord),4,Central Nervous System
tbxta,"neurons (gabaergic, glutamatergic; contains Purkinje)",4,Central Nervous System
tbxta,olfactory vesicle-bulb,4,Olfactory
tbxta,pronephros proximal tubule,4,Kidney
tbxta,cranial muscle (mid),3,Pharyngeal Arch
tbxta,hair cell,3,Lateral Line
tbxta,lens,3,Eye
tbxta,neural progenitor (telencephalon-diencephalon),3,Central Nervous System
tbxta,"neuron (telencephalon, glutamatergic)",3,Central Nervous System
tbxta,pharynx,3,Pharynx
tbxta,thyroid follicle cell,3,Endocrine
tbxta,cardiomyocyte,2,Heart
tbxta,differentiating neuron 2,2,Central Nervous System
tbxta,dorsal spinal cord neuron,2,Central Nervous System
tbxta,endothelium (vein + early artery),2,Endothelial
tbxta,KA neuron,2,Central Nervous System
tbxta,myeloid cell,2,Blood
tbxta,neural tube-like connective tissue (+ taste bud),2,Connective Tissue
tbxta,"neuron (cranial ganglia sensory, Rohon-Beard)",2,Peripheral Nervous System
tbxta,periocular mesenchyme,2,Head Mesoderm
tbxta,primordial germ cell,2,Germ Line
tbxta,cranial muscle (progenitor),1,Pharyngeal Arch
tbxta,"endothelium (f8+, clic2+)",1,Endothelial
tbxta,head mesenchyme-PA cartilage,1,Pharyngeal Arch
tbxta,motor neuron,1,Central Nervous System
tbxta,myoblast,1,Muscle
tbxta,neuromast support cell,1,Lateral Line
tbxta,pancreas,1,Pancreas
tbxta,xanthophore,1,Epidermis
tfap2a,retinal neuron,222,Eye
tfap2a,mature fast muscle,205,Muscle
tfap2a,periderm,134,Epidermis
tfap2a,myoblast,117,Muscle
tfap2a,intestine,87,Intestine
tfap2a,basal cell,75,Connective Tissue
tfap2a,basal cell,75,Epidermis
tfap2a,connective tissue-meninges-dermal FB,71,Connective Tissue
tfap2a,glia,62,Central Nervous System
tfap2a,glia,62,CNS/Neural crest
tfap2a,melanophore,61,Epidermis
tfap2a,"neurons (gabaergic, glutamatergic; contains Purkinje)",55,Central Nervous System
tfap2a,fin fold,32,Fin
tfap2a,hatching gland,31,Hatching Gland
tfap2a,"neuron (cranial ganglia sensory, Rohon-Beard)",25,Peripheral Nervous System
tfap2a,periocular mesenchyme,25,Head Mesoderm
tfap2a,mature slow muscle,23,Muscle
tfap2a,"pharyngeal arch (contains muscle, early cartilage)",23,Pharyngeal Arch
tfap2a,support cells-otic vesicle,23,Ear
tfap2a,notochord,22,Notochord
tfap2a,iridophore,19,Pigment
tfap2a,pronephros distal tubule,19,Kidney
tfap2a,endothelium (dorsal aorta),17,Endothelial
tfap2a,xanthophore,16,Epidermis
tfap2a,head-eye connective tissue,15,Connective Tissue
tfap2a,cranial neural crest,13,Cranial NC
tfap2a,liver,13,Liver
tfap2a,neural tube-like connective tissue (+ taste bud),13,Connective Tissue
tfap2a,pharyngeal arch (early),12,Pharyngeal Arch
tfap2a,pancreas,11,Pancreas
tfap2a,fin bud mesoderm (pectoral),10,Fin
tfap2a,endothelium (vein + early artery),9,Endothelial
tfap2a,neuromast support cell,9,Lateral Line
tfap2a,differentiating neuron (hindbrain),8,Central Nervous System
tfap2a,neural progenitor (telencephalon-diencephalon),8,Central Nervous System
tfap2a,"eye, optic cup",7,Eye
tfap2a,ionocyte-goblet cell,7,Epidermis
tfap2a,"neurons (gabaergic, glutamatergic)",7,Central Nervous System
tfap2a,head mesenchyme,5,Pharyngeal Arch
tfap2a,"head mesenchyme (maybe ventral, hand2+)",5,Pharyngeal Arch
tfap2a,"neuron (telencephalon, glutamatergic)",5,Central Nervous System
tfap2a,pronephros proximal tubule,5,Kidney
tfap2a,retinal pigmented epithelium (early),5,Eye
tfap2a,chondrocranium,4,Pharyngeal Arch
tfap2a,cranial muscle (mid),4,Pharyngeal Arch
tfap2a,floor plate,4,Central Nervous System
tfap2a,neural progenitor (MHB),4,Central Nervous System
tfap2a,anterior migratory muscle,3,Muscle
tfap2a,differentiating neuron 1,3,Central Nervous System
tfap2a,head mesenchyme-PA cartilage,3,Pharyngeal Arch
tfap2a,neural progenitor (hindbrain R7-8),3,Central Nervous System
tfap2a,neural progenitor (hindbrain),3,Central Nervous System
tfap2a,"neurons (differentiating, contains peripheral)",3,Central Nervous System
tfap2a,cardiomyocyte,2,Heart
tfap2a,lens,2,Eye
tfap2a,retinal pigmented epithelium (late),2,Retina
tfap2a,"roof plate, flexural + subcommissural organ",2,Central Nervous System
tfap2a,satellite cells,2,Muscle
tfap2a,thyroid follicle cell,2,Endocrine
tfap2a,"cranial muscle (non-somitic, fast-twitch)",1,Muscle
tfap2a,cranial muscle (progenitor),1,Pharyngeal Arch
tfap2a,differentiating neuron 2,1,Central Nervous System
tfap2a,dorsal spinal cord neuron,1,Central Nervous System
tfap2a,jaw chondrocyte,1,Pharyngeal Arch
tfap2a,myeloid cell,1,Blood
tfap2a,"neuron (cranial ganglia sensory, Rohon-Beard)",1,Peripheral Nervous System
tfap2a,pectoral fin bud (osteoblast+),1,Fin
tfap2a,pharyngeal arch (NC-derived),1,Pharyngeal Arch
tfap2a,posterior spinal cord progenitors,1,Central Nervous System
tfap2a-foxd3,mature fast muscle,447,Muscle
tfap2a-foxd3,periderm,388,Epidermis
tfap2a-foxd3,retinal neuron,206,Eye
tfap2a-foxd3,basal cell,192,Connective Tissue
tfap2a-foxd3,basal cell,192,Epidermis
tfap2a-foxd3,lens,125,Eye
tfap2a-foxd3,"pharyngeal arch (contains muscle, early cartilage)",120,Pharyngeal Arch
tfap2a-foxd3,fin fold,96,Fin
tfap2a-foxd3,connective tissue-meninges-dermal FB,78,Connective Tissue
tfap2a-foxd3,hatching gland,50,Hatching Gland
tfap2a-foxd3,mature slow muscle,39,Muscle
tfap2a-foxd3,pronephros distal tubule,35,Kidney
tfap2a-foxd3,neural tube-like connective tissue (+ taste bud),34,Connective Tissue
tfap2a-foxd3,neuromast support cell,32,Lateral Line
tfap2a-foxd3,notochord,29,Notochord
tfap2a-foxd3,"head mesenchyme (maybe ventral, hand2+)",27,Pharyngeal Arch
tfap2a-foxd3,"neurons (gabaergic, glutamatergic; contains Purkinje)",26,Central Nervous System
tfap2a-foxd3,intestine,25,Intestine
tfap2a-foxd3,"neurons (gabaergic, glutamatergic)",21,Central Nervous System
tfap2a-foxd3,pharyngeal arch (early),18,Pharyngeal Arch
tfap2a-foxd3,glia,17,Central Nervous System
tfap2a-foxd3,glia,17,CNS/Neural crest
tfap2a-foxd3,pectoral fin bud (osteoblast+),17,Fin
tfap2a-foxd3,cranial muscle (mid),16,Pharyngeal Arch
tfap2a-foxd3,head mesenchyme,15,Pharyngeal Arch
tfap2a-foxd3,dorsal spinal cord neuron,14,Central Nervous System
tfap2a-foxd3,chondrocranium,13,Pharyngeal Arch
tfap2a-foxd3,fin bud mesoderm (pectoral),13,Fin
tfap2a-foxd3,liver,13,Liver
tfap2a-foxd3,retinal pigmented epithelium (late),13,Retina
tfap2a-foxd3,endothelium (dorsal aorta),12,Endothelial
tfap2a-foxd3,hair cell,12,Lateral Line
tfap2a-foxd3,head mesenchyme-PA cartilage,12,Pharyngeal Arch
tfap2a-foxd3,jaw chondrocyte,12,Pharyngeal Arch
tfap2a-foxd3,neural progenitor (telencephalon-diencephalon),12,Central Nervous System
tfap2a-foxd3,cranial muscle (late),11,Muscle
tfap2a-foxd3,anterior migratory muscle,10,Muscle
tfap2a-foxd3,"cranial muscle (non-somitic, fast-twitch)",9,Muscle
tfap2a-foxd3,pharyngeal arch (NC-derived),9,Pharyngeal Arch
tfap2a-foxd3,retinal pigmented epithelium (early),9,Eye
tfap2a-foxd3,support cells-otic vesicle,9,Ear
tfap2a-foxd3,xanthophore,9,Epidermis
tfap2a-foxd3,cranial neural crest,6,Cranial NC
tfap2a-foxd3,head-eye connective tissue,6,Connective Tissue
tfap2a-foxd3,osteoblast,6,Bone
tfap2a-foxd3,cranial muscle (early),5,Pharyngeal Arch
tfap2a-foxd3,neural progenitor (hindbrain R7-8),5,Central Nervous System
tfap2a-foxd3,pancreas,5,Pancreas
tfap2a-foxd3,"unknown (dcn+, col6+)",5,Muscle
tfap2a-foxd3,ionocyte-goblet cell,4,Epidermis
tfap2a-foxd3,"neuron (cranial ganglia sensory, Rohon-Beard)",4,Peripheral Nervous System
tfap2a-foxd3,floor plate,3,Central Nervous System
tfap2a-foxd3,hypophysis-locus coeruleus,3,Central Nervous System
tfap2a-foxd3,"neuron (telencephalon, glutamatergic)",3,Central Nervous System
tfap2a-foxd3,red blood cell,3,Blood
tfap2a-foxd3,cranial muscle (progenitor),2,Pharyngeal Arch
tfap2a-foxd3,hypochord,2,Hypochord
tfap2a-foxd3,"neurons (differentiating, contains peripheral)",2,Central Nervous System
tfap2a-foxd3,cardiomyocyte,1,Heart
tfap2a-foxd3,differentiating neuron (hindbrain),1,Central Nervous System
tfap2a-foxd3,differentiating neuron 2,1,Central Nervous System
tfap2a-foxd3,"endothelium (f8+, clic2+)",1,Endothelial
tfap2a-foxd3,endothelium (vein + early artery),1,Endothelial
tfap2a-foxd3,iridophore,1,Pigment
tfap2a-foxd3,melanophore,1,Epidermis
tfap2a-foxd3,neural progenitor (hindbrain),1,Central Nervous System
tfap2a-foxd3,periocular mesenchyme,1,Head Mesoderm
tfap2a-foxd3,posterior lateral line primordium,1,Lateral Line
tfap2a-foxd3,pronephric duct,1,Kidney
tfap2a-foxd3,pronephros proximal tubule,1,Kidney
tfap2a-foxd3,"roof plate, flexural + subcommissural organ",1,Central Nervous System
wnt3a-wnt8,jaw chondrocyte,239,Pharyngeal Arch
wnt3a-wnt8,basal cell,221,Connective Tissue
wnt3a-wnt8,basal cell,221,Epidermis
wnt3a-wnt8,periderm,217,Epidermis
wnt3a-wnt8,pronephric duct,153,Kidney
wnt3a-wnt8,fin mesenchyme,106,Fin
wnt3a-wnt8,mature fast muscle,85,Muscle
wnt3a-wnt8,head-eye connective tissue,78,Connective Tissue
wnt3a-wnt8,neural progenitor (telencephalon-diencephalon),51,Central Nervous System
wnt3a-wnt8,head mesenchyme,45,Pharyngeal Arch
wnt3a-wnt8,fast-committed myocyte,40,Muscle
wnt3a-wnt8,floor plate,40,Central Nervous System
wnt3a-wnt8,lens,37,Eye
wnt3a-wnt8,connective tissue-meninges-dermal FB,32,Connective Tissue
wnt3a-wnt8,neural progenitor (hindbrain),31,Central Nervous System
wnt3a-wnt8,cranial muscle (progenitor),30,Pharyngeal Arch
wnt3a-wnt8,fin fold,29,Fin
wnt3a-wnt8,pharyngeal arch (NC-derived),29,Pharyngeal Arch
wnt3a-wnt8,"head mesenchyme (maybe ventral, hand2+)",27,Pharyngeal Arch
wnt3a-wnt8,contains head vasculature?,26,Connective Tissue
wnt3a-wnt8,pronephros proximal tubule,24,Kidney
wnt3a-wnt8,notochord,22,Notochord
wnt3a-wnt8,"neurons (gabaergic, glutamatergic)",21,Central Nervous System
wnt3a-wnt8,fin bud mesoderm (pectoral),20,Fin
wnt3a-wnt8,posterior spinal cord progenitors,19,Central Nervous System
wnt3a-wnt8,pronephros distal tubule,19,Kidney
wnt3a-wnt8,hatching gland,18,Hatching Gland
wnt3a-wnt8,"eye, optic cup",17,Eye
wnt3a-wnt8,cranial neural crest,16,Cranial NC
wnt3a-wnt8,mature slow muscle,16,Muscle
wnt3a-wnt8,"neurons (gabaergic, glutamatergic; contains Purkinje)",15,Central Nervous System
wnt3a-wnt8,pectoral fin bud (osteoblast+),15,Fin
wnt3a-wnt8,"pharyngeal arch (contains muscle, early cartilage)",15,Pharyngeal Arch
wnt3a-wnt8,anterior migratory muscle,14,Muscle
wnt3a-wnt8,dorsal spinal cord neuron,13,Central Nervous System
wnt3a-wnt8,neural progenitor (hindbrain R7-8),12,Central Nervous System
wnt3a-wnt8,hair cell,11,Lateral Line
wnt3a-wnt8,"neurons (differentiating, contains peripheral)",10,Central Nervous System
wnt3a-wnt8,posterior lateral line primordium,10,Lateral Line
wnt3a-wnt8,neural tube-like connective tissue (+ taste bud),9,Connective Tissue
wnt3a-wnt8,retinal pigmented epithelium (early),8,Eye
wnt3a-wnt8,endothelium (vein + early artery),7,Endothelial
wnt3a-wnt8,glia,7,Central Nervous System
wnt3a-wnt8,glia,7,CNS/Neural crest
wnt3a-wnt8,mesodermal progenitor cells (contains PSM),7,Paraxial Mesoderm
wnt3a-wnt8,"cranial muscle (non-somitic, fast-twitch)",6,Muscle
wnt3a-wnt8,differentiating neuron (hindbrain),6,Central Nervous System
wnt3a-wnt8,endothelium (dorsal aorta),6,Endothelial
wnt3a-wnt8,melanophore,6,Epidermis
wnt3a-wnt8,myeloid cell,6,Blood
wnt3a-wnt8,support cells-otic vesicle,6,Ear
wnt3a-wnt8,cranial muscle (early),5,Pharyngeal Arch
wnt3a-wnt8,cranial muscle (mid),5,Pharyngeal Arch
wnt3a-wnt8,head mesenchyme-PA cartilage,5,Pharyngeal Arch
wnt3a-wnt8,hypochord,5,Hypochord
wnt3a-wnt8,iridophore,5,Pigment
wnt3a-wnt8,liver,5,Liver
wnt3a-wnt8,"neuron (cranial ganglia sensory, Rohon-Beard)",5,Peripheral Nervous System
wnt3a-wnt8,xanthophore,5,Epidermis
wnt3a-wnt8,differentiating neuron 2,4,Central Nervous System
wnt3a-wnt8,motor neuron,4,Central Nervous System
wnt3a-wnt8,neural progenitor (MHB),4,Central Nervous System
wnt3a-wnt8,neuromast support cell,4,Lateral Line
wnt3a-wnt8,neuron (+ spinal cord),4,Central Nervous System
wnt3a-wnt8,pancreas,4,Pancreas
wnt3a-wnt8,pharyngeal arch (early),4,Pharyngeal Arch
wnt3a-wnt8,satellite cells,4,Muscle
wnt3a-wnt8,"endothelium (f8+, clic2+)",3,Endothelial
wnt3a-wnt8,intestine,3,Intestine
wnt3a-wnt8,olfactory vesicle-bulb,3,Olfactory
wnt3a-wnt8,cardiomyocyte,2,Heart
wnt3a-wnt8,differentiating neuron 1,2,Central Nervous System
wnt3a-wnt8,ionocyte-goblet cell,2,Epidermis
wnt3a-wnt8,myoblast,2,Muscle
wnt3a-wnt8,"neuron (telencephalon, glutamatergic)",2,Central Nervous System
wnt3a-wnt8,primordial germ cell,2,Germ Line
wnt3a-wnt8,retinal neuron,2,Eye
wnt3a-wnt8,"roof plate, flexural + subcommissural organ",2,Central Nervous System
wnt3a-wnt8,hypophysis-locus coeruleus,1,Central Nervous System
wnt3a-wnt8,neural crest + pigment cell progenitor,1,Pigment
wnt3a-wnt8,"neuron (cranial ganglia sensory, Rohon-Beard)",1,Peripheral Nervous System
wnt3a-wnt8,pronephric podocyte,1,Kidney
wnt3a-wnt8,red blood cell,1,Blood
wnt3a-wnt8,thyroid follicle cell,1,Endocrine
zc4h2,periderm,27,Epidermis
zc4h2,mature fast muscle,22,Muscle
zc4h2,fast-committed myocyte,19,Muscle
zc4h2,KA neuron,18,Central Nervous System
zc4h2,neural progenitor (hindbrain),16,Central Nervous System
zc4h2,pharyngeal arch (NC-derived),16,Pharyngeal Arch
zc4h2,basal cell,15,Connective Tissue
zc4h2,basal cell,15,Epidermis
zc4h2,notochord,13,Notochord
zc4h2,connective tissue-meninges-dermal FB,12,Connective Tissue
zc4h2,fin mesenchyme,12,Fin
zc4h2,head-eye connective tissue,10,Connective Tissue
zc4h2,cardiomyocyte,7,Heart
zc4h2,fin fold,7,Fin
zc4h2,floor plate,7,Central Nervous System
zc4h2,hatching gland,6,Hatching Gland
zc4h2,posterior spinal cord progenitors,6,Central Nervous System
zc4h2,neural tube-like connective tissue (+ taste bud),5,Connective Tissue
zc4h2,red blood cell,5,Blood
zc4h2,"cranial muscle (non-somitic, fast-twitch)",4,Muscle
zc4h2,differentiating neuron (hindbrain),4,Central Nervous System
zc4h2,intestine,4,Intestine
zc4h2,iridophore,4,Pigment
zc4h2,jaw chondrocyte,4,Pharyngeal Arch
zc4h2,retinal neuron,4,Eye
zc4h2,chondrocranium,3,Pharyngeal Arch
zc4h2,contains head vasculature?,3,Connective Tissue
zc4h2,cranial muscle (progenitor),3,Pharyngeal Arch
zc4h2,"endothelium (f8+, clic2+)",3,Endothelial
zc4h2,endothelium (vein + early artery),3,Endothelial
zc4h2,hair cell,3,Lateral Line
zc4h2,"head mesenchyme (maybe ventral, hand2+)",3,Pharyngeal Arch
zc4h2,hypochord,3,Hypochord
zc4h2,mature slow muscle,3,Muscle
zc4h2,neural progenitor (hindbrain R7-8),3,Central Nervous System
zc4h2,neuron (+ spinal cord),3,Central Nervous System
zc4h2,"neurons (gabaergic, glutamatergic)",3,Central Nervous System
zc4h2,"roof plate, flexural + subcommissural organ",3,Central Nervous System
zc4h2,satellite cells,3,Muscle
zc4h2,anterior migratory muscle,2,Muscle
zc4h2,differentiating neuron 1,2,Central Nervous System
zc4h2,dorsal spinal cord neuron,2,Central Nervous System
zc4h2,"eye, optic cup",2,Eye
zc4h2,lens,2,Eye
zc4h2,melanophore,2,Epidermis
zc4h2,neural crest + pigment cell progenitor,2,Pigment
zc4h2,neuromast support cell,2,Lateral Line
zc4h2,"neurons (gabaergic, glutamatergic; contains Purkinje)",2,Central Nervous System
zc4h2,periocular mesenchyme,2,Head Mesoderm
zc4h2,pharynx,2,Pharynx
zc4h2,pronephric duct,2,Kidney
zc4h2,pronephric podocyte,2,Kidney
zc4h2,pronephros proximal tubule,2,Kidney
zc4h2,thyroid follicle cell,2,Endocrine
zc4h2,cranial muscle (mid),1,Pharyngeal Arch
zc4h2,cranial neural crest,1,Cranial NC
zc4h2,endothelium (dorsal aorta),1,Endothelial
zc4h2,fin bud mesoderm (pectoral),1,Fin
zc4h2,glia,1,Central Nervous System
zc4h2,glia,1,CNS/Neural crest
zc4h2,liver,1,Liver
zc4h2,mesodermal progenitor cells (contains PSM),1,Paraxial Mesoderm
zc4h2,motor neuron,1,Central Nervous System
zc4h2,myeloid cell,1,Blood
zc4h2,neural progenitor (MHB),1,Central Nervous System
zc4h2,"neuron (cranial ganglia sensory, Rohon-Beard)",1,Peripheral Nervous System
zc4h2,olfactory vesicle-bulb,1,Olfactory
zc4h2,osteoblast,1,Bone
zc4h2,"pharyngeal arch (contains muscle, early cartilage)",1,Pharyngeal Arch
zc4h2,support cells-otic vesicle,1,Ear
zc4h2,xanthophore,1,Epidermis
